commune_id,wilaya_code,name,name_ar
1498,51,Ouled Djellal,أولاد جلال
1499,51,Ras El Miad,رأس الميعاد
1500,51,Sidi Khaled,سيدي  خالد
1501,52,Beni Ikhlef,بن يخلف
1502,52,Béni Abbès,بني عباس
1503,52,El Ouata,الواتة
1504,52,Igli,إقلي
1505,52,Kerzaz,كرزاز
1506,52,Ksabi,القصابي
1507,52,Ouled-Khodeir,أولاد خضير
1508,52,Tabelbala,تبلبالة
1509,52,Tamtert,تامترت
1510,52,Timoudi,تيمودي
1511,53,Ain Salah,عين صالح
1512,53,Foggaret Ezzoua,فقارة الزوى
1513,53,Inghar,إينغر
1514,54,Ain Guezzam,عين قزام
1515,54,Tin Zouatine,تين زواتين
1516,55,Benaceur,بن ناصر
1517,55,Blidet Amor,بلدة اعمر
1518,55,El Alia,العالية
1519,55,El Hadjira,الحجيرة
1520,55,M'Naguer,المنقر
1521,55,Megarine,المقارين
1522,55,Nezla,النزلة
1523,55,Sidi Slimane,سيدي سليمان
1524,55,Taibet,الطيبات
1525,55,Tebesbest,تبسبست
1526,55,Temacine,تماسين
1527,55,Touggourt,تقرت
1528,55,Zaouia El Abidia,الزاوية العابدية
1529,56,Bordj El Haouass,برج الحواس
1530,56,Djanet,جانت
1531,57,Djamaa,جامعة
1532,57,El-M'ghaier,المغير
1533,57,M'Rara,المرارة
1534,57,Oum Touyour,أم الطيور
1535,57,Sidi Amrane,سيدي عمران
1536,57,Sidi Khelil,سيدي خليل
1537,57,Still,سطيل
1538,57,Tenedla,تندلة
1539,58,El Meniaa,المنيعة
1540,58,Hassi Fehal,حاسي الفحل
1541,58,Hassi Gara,حاسي القارة
