source_dataset,source_product_id,family_key,subtype_key,source_title,source_description,source_bullet_points,source_brand,source_color,source_image_urls_json,useful_judgments,useful_queries
esci,B072XYL38Y,hand-tools,wrenches,M3 x 5mm Socket Set Grub Screws Cup Point Stainless Steel 10 Pack with 1.5 mm Hex Key Wrench (5mm Length),"Set Screws are commonly used to secure an object within or against another object, such as securing a pulley or gear to a shaft. These set screws are Headless Screws which are commonly called Blind Screws or Grub Screws. These headless screws comes with a Hex Socket in which a Hex Allen Wrench is inserted for tightening and loosening of the screw. Set screws are also used in applications where a flat surface is important, such as handles, grips, surfboard fins, and furniture or machine assembly.","M3x5mm CUP POINT SS Socket Set Grub Screws.
You Will Receive 10 Screws and One Matching 1.5mm Hex Allen Wrench Key Bit.
Made Out of High Quality A2 ""18-8"" Grade Stainless Steel.
3m x 0.5 Thread Pitch, Metric 3mm
By JT Custom",JT Custom,"","[""https://m.media-amazon.com/images/I/51YBsMaqjEL._SX522_.jpg""]",1,5mm screw set
esci,B000TG8OTY,hand-tools,screwdrivers,VESSEL MEGADORA Screwdriver No.900 +2x100 JIS 900P2100J,●Phillips JAWSFIT tip that firmly grips screws ●Useful knurled blade for quick and slipless driving ●High wear-resistance and durable fully hardened blade by optimum heat treatment ●High precision black point tip and Anti-corrosion chrome plated blade ●Magnetized Tip ●Stepless & Strain-free Smooth Streamline Surface Grip combined with hard and soft material for Maximum Comfort ●Made in Japan by VESSEL,Phillips JAWSFIT TIP that bites into screws,VESSEL,"","[""https://m.media-amazon.com/images/I/612CpGkZHmL._AC_SX679_.jpg""]",1,ji screwdriver
esci,B07M7CLTLT,hand-tools,sockets-ratchets,VIGRUE 300Pcs M2.5/M3/M4/M5/M6/M8 Hex Allen Head Socket Set Screw Bolts Assortment Kit Grub Screw with Internal Hex Drive (Black),"<b>VIGRUE 100% Brand new high quality 12.9 Class Black Alloy Steel Hex Set Screw Assortment Kit </b> <br><br><b>Specifications: </b> <br>Material Type: 12.9 Class Black Alloy Steel <br>Color: black<br>Weight: 0.61LB <br>Assorted sizes: M2.5, M3, M4, M5, M6, M8 <br>Package Quantity: 300PCS <br><br><b>Package Included:</b> <br> M2.5*4mm-----20pcs <br> M2.5*5mm-----20pcs <br> M3*3mm------20pcs <br> M3*4mm------20pcs <br> M3*10mm-----20pcs <br> M4*4mm------20pcs <br> M4*6mm------20pcs <br> M4*8mm------20pcs <br> M5*5mm------20pcs <br> M5*8mm------20pcs <br> M5*10mm-----20pcs <br> M6*6mm------20pcs <br> M6*10mm-----20pcs <br> M8*8mm------20pcs <br> M8*12mm-----20pcs <br> Hex Wrench----6pcs <br><br><b>Vigrue Guarantee:</b> <br>If for any reason our set doesn't fit your expectations or if somethi","❤ Quality Material: 12.9 class alloy steel internal hex drive cup-point set screws assortment kit, ultra hard and durable, with excellent corrosion resistance property, and won't slip out easily.
❤ Various Size Avaliable: M2.5*4mm, M2.5*5mm, M3*3mm, M3*4mm, M3*10mm, M4*4mm, M4*6mm, M4*8mm, M5*5mm, M5*8mm, M5*10mm, M6*6mm, M6*10mm, M8*8mm, M8*12mm; 20pcs for each size, total is 300pcs(metric sizes).
❤ Easy to Install: 6pcs free relevant hex wrenchs are included for convenient use; Set screw kit includes many common metric sizes so you can easily replace a lost or broken set screw.
❤ Handy Container: All grub screws and wrenchs are packed in a convenient plastic transparent storage box, easy to access and put away
❤ Applications: Suitable for door handles, faucet, light fixture, knobs, armam",VIGRUE,Black,"[""https://m.media-amazon.com/images/I/81iKZlKSHUL._SX522_.jpg""]",1,5mm screw set
esci,B08MVKQKYL,hand-tools,wrenches,"SEDY Hex Key Wrench Set, 32-Piece (0.028-3/8 inch, 0.7-10 mm) | Allen Wrench Set with 2-Piece Extension","Set Includes: 15-pc. Long pattern hex key wrenches: 0.028, 0.035, 0.050, 1/16, 5/64, 3/32, 7/64, 1/8, 9/64, 5/32, 3/16, 7/32, 1/4, 5/16, 3/8 in. 15-pc. Short pattern hex key wrenches: 0.7, 0.9, 1.3, 1.5, 2, 2.5, 3, 4, 4.5, 5, 5.5, 6, 7, 8, 10 mm 2-pc. Extension bars Includes storage case","🔺Made from Hardened treated Chrome Vanadium Steel Alloy (Cr-V) with black-oxide finish, contains 15 pieces of long reach keys and 15 pieces of high leverage short keys with two additional extension bars.
🔺High-visibility sizes marked on each wrench and sturdy carrying case for fast size selection and easy organization. ▲15 x long pattern hex key wrenches: 0.028, 0.035, 0.050, 1/16, 5/64, 3/32, 7/64, 1/8, 9/64, 5/32, 3/16, 7/32, 1/4, 5/16, 3/8 in. ▲15 x short pattern hex key wrenches: 0.7, 0.9, 1.3, 1.5, 2, 2.5, 3, 4, 4.5, 5, 5.5, 6, 7, 8, 10 mm. with Hinged storage case opens flat, making it easier to get wrenches in and out.
🔺This 32-pieces Allen key set completely covers all hexagon socket screws and contain both inch and metric measurement. Precisely sized, chamfered, straight ends offe",SEDY,Red,"[""https://m.media-amazon.com/images/I/71f42LKBCNL._AC_SX569_.jpg""]",2,11 mm allen wrench | klein allen wrench set
esci,B07G39FWKT,hand-tools,pliers,uxcell Internal Snap Ring Plier Retaining Ring Pliers Straight Nose 9-Inch,"1. Snap Ring Pliers are forged from hardened chrome vanadium steel.<br />2. Tip is forged inward to prevent retaining rings from slipping off and is used for installing and removing internal rings on the inside bore holes.<br />3. Non-slip plastic dipped handle for easy and comfortable grip during fitting and removal.<br />4. Used widely to remove or install the spring in the mechanical equipment.<br /><br />Specification:<br />Product Name: Snap Ring Pliers<br />Material: Cr-V, Plastic<br />Total Length: 225mm / 9 inch<br />Jaw Type: Internal Straight<br />Tip Diameter: 2mm / 0.08 inch<br />Jaw Capacity: 3-34mm(Min-Max)<br />Package Content: 1 x Snap Ring Pliers<br />Weight: 256g; Color: Black, Red<br /><br /><br /><br />","9 inch Internal Circlip Pliers, straight nose
Made of hardened Chrome Vanadium
For easy fitting of internal snap rings
Tip is forged inward to prevent retaining rings from slipping off and is used for installing and removing internal rings on the inside bore holes.
Non-slip plastic dipped handle for easy and comfortable grip",uxcell,Black,"[""https://m.media-amazon.com/images/I/51dTIVT3g5L._AC_SX679_.jpg""]",1,snap ring pliers long reach
esci,B093Y3FYGN,hand-tools,measuring-layout,"Spline Tool, Screen Tool for Window Screen Replacement - Screen Roller Tool, Screen Utility Knife, Screen Spline Removal Hook, Tape Measure, 4 Pcs for Installing Sliding Door Screen, Tooltriz","Tooltriz screen replacement tool kit - Screen Rolling Tool and Screen Spline Remover Hook are perfect for various kinds of Screen doors and windows screen installation, durable screen tools would effectively help you replace the old screen mesh. Feature : - Screen rolling tool: 2 in 1 roller tools are designed with two different wheels and wood handle, more comfortable to hold and easy to install. - Screen spline remover steel hook: Metal hook and rubber handle, more convenient to remove the old screen retainer spline. - Screen Utility Knife: A utility knife is an essential tool that everyone should have at hand at all times. The utility knife is sharp and rust-resistant. The safety lock design which will safely locks the blade in place. You can easily cut through boxes, cartons, paper and","【Complete tool kit】Four high-value tools for measuring, screen cutting, removing old spline and installing spline make your window screen repair, installation, and replacement more accessible, saving time and money.
【Save your money】Spline Hook, ruler, and knife not only for window screen replacement projects but also for other things to keep your money going.
【Good material】The screen rolling tool material is solid beechwood handle + double steel bearing metal wheels; the rim is smooth, not scratch the screen.
【Spline hook】You will find it easy to use the spline hook to remove the old spline, window battens, sealing strips.
【Screen knife and measure】The knife is ERGONOMIC HANDLE，smooth sliding, automatic locking. The tape measure is push-button positioning, easy to use.",TOOLTRIZ,"","[""https://m.media-amazon.com/images/I/6122fFcueFS._AC_SX679_.jpg""]",1,sliding window screens
esci,B07PVKXBRW,hand-tools,wrenches,"Raptor Compound Hunting Bow Kit: | Fully Adjustable 24.5-31” Draw 30-70LB Pull | 5 Pin Lighted Sight, Biscuit Rest, Quiver, Target, Peep Sight, Allen Wrench Set, Assembly Videos | Camo Right Handed","<b>Beware of the Raptor!</b><br><br>This compound bow is a smooth pulling, fast shooting, and versatile bow. Can be used for hunting, bowfishing, target practice and more!<br><br>Fully-adjustable draw length 24.5-31"" and draw weight 30-70 lbs make this the perfect archery kit for adults and youth alike.<br><br>This bow can be adjusted for almost any size person in a matter of minutes without the need for a bow press!","PERFECT PLATFORM – Whether you’re a hunter, bowfishing enthusiast, or into target shooting… this incredibly unique bow offers the versatility for any enthusiast from adult, youth, and even beginner archers!
FULLY ADJUSTABLE – With an axle to axle length of 30” and weighing in at only 3.6lbs, the draw length ranges from 24.5”-31” and the draw weight can be adjusted from 30lbs-70lbs without needing a bow press!
HIGH QUALITY MACHINING – Both the cams and modules are fully machined aluminum with zero plastic. Compound design allows for 75% let-off and features a split yoke tuning system providing precise adjustments for proper arrow flight.
COMPLETE BOW PACKAGE - Includes 5 pin fiber optic sight with light and level, TRUGLO EZ brush rest, stabilizer, 4 arrow quiver, string stop, allen wrench, ",Predator Archery,Camo,"[""https://m.media-amazon.com/images/I/81yApJK-Q2L._AC_SX679_.jpg""]",1,compound bow
esci,B0792QF73Q,hand-tools,hand-cutting-tools,"Utility Knife Box Cutter Retractable Blade Snap off Razor Knife with Safety lock 5"" Wholesale lot (96 Pack)","<b>Features:</b><br>* Box Cutter Utility knives are made for home, office, commercial<br>* Overall length is 5"", when blade is fully retracted. 7"" when blade is fully extended.<br>* Safety lock keeps blade securely fixed on desired position<br>* Always a snap away from a fresh point and a sharp edge with this breakaway snap off box cutter.<br>* Assorted Colors","Box Cutter Utility knives are made for home, office, commercial
Overall length is 5"", when blade is fully retracted. 7"" when blade is fully extended.
Safety lock keeps blade securely fixed on desired position
Always a snap away from a fresh point and a sharp edge with this breakaway snap off box cutter.
Assorted Colors (96 Pack)",Online Best Service,"","[""https://m.media-amazon.com/images/I/71tQ7KZi1rL._AC_SX679_.jpg""]",2,extracting razor | small razor knife
esci,B07H97RRHZ,hand-tools,measuring-layout,Huepar 3D Green Beam Self-Leveling Laser Level 3x360 Cross Line Laser Three-Plane Leveling and Alignment Line Laser Level -Two 360° Vertical and One 360° Horizontal Line -Magnetic Pivoting Base 603CG,"<p><b>With advanced laser level technology, Huepar is committed itself to providing solutions for a wide variety of applications of greater accuracy and precision.</b></p><p><b>Huepar 603CG Laser Level Benefits:</b><br>Laser level offers one 360-degree horizontal and two vertical 360-degree laser planes from one startup point.<br>Simultaneous leveling and alignment, and squaring right angles. <br>Self-levels and indicates out-of-level condition up to +/-4 degrees.<br>Rechargeable lithium battery brings much more convenience. LED blinks in red light when battery is low.</p><p><b>603CG 3 x 360 Green Laser Level Specifications:/b><br>Laser Class: Class 2 (IEC/EN60825-1/2014), <1mW power output<br>Laser Wavelength: 505-520nm<br>Leveling Accuracy: +/-1/9 inch at 33Ft<br>Horizontal/Vertical Accu","✔️FULLY LAYOUT WITH 3 X 360 LINE LASERS: One 360° horizontal and two 360° vertical planes enable users to cover the floor, wall, ceiling all around the room. Two vertical lines cross at 90° angles makes user quickly visualize and finish square layout. This 360 laser level is a complete level tool as well as an alignment laser tool aids in full room layout.
✔️TRIPLE POWER TECHNOLOGY: Huepar laser tool employed the included large capacity lithium battery (can be purchased easily at local market) for extended run-time, or with 4 AA alkaline batteries. In addition, this laser tool can be used at job site with direct input charging even if taking out the battery. Charging protection prevents the tool from overcharge. 4 battery indicators on keypad allow users to know the current battery volume ",Huepar,"","[""https://m.media-amazon.com/images/I/61xxOBLZ19L._AC_SX679_.jpg""]",4,"deke 4d green beam laser level | laser level | laser level dewalt 360 | laser, self-leveling, 3-beam"
esci,B07FL88SJ8,hand-tools,pliers,"200 Sets Snap Fasteners Kit Tool, Metal Snap Buttons Rings with Fastener Pliers Press Tool Kit for Clothing 10 Colors 9.5mm by cenoz","<b>Instruction link : https://youtu.be/3tbN2zRoNm8 </b><br> <br><b>Note</b><br> Please make sure to keep this snap ring pliers set away from children to avoid choking.<br><br>Tool package including ：snap fastener pliers，one hand tap, two spare rubber. <br>","DURABLE : Metal Snap Fasteners are made of copper, well-made , study and high quality , which will last very long.
WIDE APPLICATION : Snap Button Kits can be applied for DIY crafts, or making clothes such as shirts, jackets, backpacks, clothes, hats,and so on.
EASY TO USE ：Snap Pliers Set is very easy to use,please follow our pictures for the first time using, if you are the first time to ues it, we suggest that you can practice with unwanted clothes.
PLEASE NOTE ： Please make sure to keep this snap ring pliers set away from children for safety.
OUR PROMISE : we are commited to providing high quality products and service for every customers. Any problem, pls feel free to contact us.",cenoz,multicolor,"[""https://m.media-amazon.com/images/I/811f-W78X6L._AC_SX679_.jpg""]",2,babyville boutique snap pliers | metal button snap
esci,B0928LFJTC,hand-tools,pliers,PTSTEL 4 Piece 7-Inch Internal/External Snap Ring Pliers Set Circlip Pliers Kit with Straight/Bent Jaw for Ring Remover Retaining with Portable Storage Bag,"Wide Application: The snap ring pliers comes with 4 different types, is very suitable for disassembly and installation of external fixing rings and is widely used in fixed bearings or bore bearings in the mechanical industry<br><br> Easy To Use: Snap ring pliers set have 4 pcs, internal & external snap ring pliers with fine tips can easily reach into tight spaces, grip small parts.<br><br> Easy Storage: It comes with a zippered carry bag for easy storage and added flexibility.Just pack your tools and take them with you when you need them. <br><br> Details: Size: 4 pcs Snap Ring Pliers Set<br> Product dimensions: 8.5 x 4.5x 1.5 inches<br> Product weight: 1.71pounds <br> Color: Black<br> Material: High-Carbon Steel <br> Package List: <br> 1 x 7 inch straight internal plier<br> 1 x 7 inch str","High Quality: Our snap ring pliers are made from high-carbon steel with a fully polished, as well as black finish that ensure long service life.
Easy To Carry: These pliers come with a zippered carry bag, which can easy to take off pliers and help you storage mini pliers. And small compact bag convenient for carry everywhere.
Wide Application: The snap ring pliers comes with 4 different types, is ideal to remove and install externally placed retaining rings. Widely applied for industry, bicycles, motorcycle, farm machinery.
Ergonomic Design Handles: Ergonomically designed PVC anti-slip handle, not easy to fall, comfortable to hold, with spring, easy to use, the shape and size are suitable and can be operated with one hand.
Including: 1 x 7 inch straight internal plier, 1 x 7 inch straight ",PTSTEL,"","[""https://m.media-amazon.com/images/I/810ZjfgURrS._AC_SX679_.jpg""]",1,snap ring pliers long reach
esci,B01N4G7AA8,hand-tools,screwdrivers,VESSEL Ball Grip Screwdriver (for home use/Black) [No.220W-BC3C] (interchangeable) (Japan Import),"VESSEL CO., INC. is a leading company in fastening tools. VESSEL is producing and distributing VESSEL branded screwdrivers, driving bits, industrial tools, pneumatic tools and ESD-related products. VESSEL was founded in 1916 as Japan's first volume manufacturer of screwdrivers. With most ironworks at the time producing agricultural implements such as spades and hoes, the young company put in place a mass production system specialized for the manufacture of screwdrivers for industrial applications and began supplying its products to the market. In 1933, the company began emblazoning its products with the brand ""VESSEL,"" meaning a large ship in English, as a signifier of their superior quality. VESSEL products have consistently met strict quality requirements as professional tools. Over more","Color: (resin) Black (elastomer) Black
Holder bit insertion hole: 5 places
Bit hexagon flank: 6.35 mm
Shaft: Special steel
VESSEL CO., INC. is a leading company in fastening tools. VESSEL is producing and distributing VESSEL branded screwdrivers, driving bits, industrial tools, pneumatic tools and ESD-related products.",VESSEL,"","[""https://m.media-amazon.com/images/I/61cysb-hCkL._AC_SX679_.jpg""]",1,ji screwdriver
esci,B08XWS1YW2,hand-tools,measuring-layout,16 Lines 4D Laser Level Self-Leveling 4x360 Horizontal & Vertical Cross line Rechargeable line Laser Green Beam Magnetic Lifting Base for Indoor Outdoor 13 pcs Set,"Specification：</b> </br> </br> Accuracy:±2mm/5m</br> Laser Class: Class 2 (IEC62321-6/2015), <1mW power output</br> Leveling Range:±3°</br> Working Range/With Detector:32ft(Indoor) and 65ft by working with laser</br> receiver(not included)</br> Laser Wavelength:505-550nm</br> Operating Temperature:14℉ to 113℉(-10℃~ 50℃)</br> IP Rating: IP54, waterproof, dustproof and shockproof</br> </br> Features</b> </br> </br> 4X360 degree cross Line beam lights ,two horizontal and two vertical.</br> Wireless remote 30ft remote control distance.</br> Stable aluminum alloy horizontal lifting base.</br> Magnet vertical wall mount bracket makes it possible to mount on walls for tile</br> and baseboard setting.</br> Powerful long lasting rechargeable lithium battery.</br> Tilt line mode.Long press the sun i","【Self-Leveling Alarm】 LCD Display, 10m remote control, ±3° self-leveling system. The laser level will flash and beep continuously when beyond auto leveling range. in this case you need to make it level manually.You can check the level bubble to see this.Wall sticker 360° no dead angle. 360°manually smooth rotary base makes it easier to adjust the laser lines positions. With fine tuning knobs for laser fine adjustment so you can work with precision.
【4D 360° Laser 16 Lines】 Two 360° horizontal and two 360° vertical lines provide all-around leveling coverage in floor, wall, ceiling all around the room. 4D 16 line laser wire fine positioning, 4/8/12/16 line can be adjustable.The 4D Laser Level provides all-around leveling coverage with an accuracy of ± 1/10 in at 32ft and a maximum working ra",YSJOMJHYS,16 Lines,"[""https://m.media-amazon.com/images/I/71XCUEf-62L._AC_SX679_.jpg""]",1,deke 4d green beam laser level
esci,B004VDBQ6O,hand-tools,screwdrivers,Vessel 900 P.3X150 STANDARD MEGADORA SCREWDRIVER,"Can be used for parties,Halloween,costume party.",Brand New Product,VESSEL,"","[""https://m.media-amazon.com/images/I/21eFYzAJYcL._AC_.jpg""]",1,ji screwdriver
esci,B08N9VLZH6,hand-tools,pliers,"Gifts for Men Dad Multitool Camping Accessories ,15 in 1 Survival Gear Tools ,Hatchet Multitool with Axe Hammer Saw Screwdrivers Pliers Bottle Opener Gifts for Fathers Day/ Birthday/Christmas","</b>15 in 1 multitool Axe<br><br> A multitool refers to a pocket-sized gear with lots of features like those you would find in any toolbox. With a multitool, there is no need to carry a saw, pliers, screwdrivers, or your camping bowie knives since it’s going to perform all that for you. This is an extremely durable but essentially portable axe that easily addresses your cutting requirement quite effortlessly.<br><br> It helps you cut branches, set up a campfire and deal with annoying twigs that may be hanging around. This is also equipped with an emergency hammer that can be your best friend in times of crisis. It is one of the best forms of self-defense and is strong enough even to break a stone while hunting. <br><br> The designing of this multitool also needs special mention as it plays","🛠【Perfect Gifts for Dad on Fathers Day】If you are looking for a special gift for your loved ones who like exploring, camping, hunting, hiking, fishing or backpacking, as well as handymen, Carpenters, DIYers,then our hammer multitool gifts is a perfect choice ! Whether Christmas holiday, Father's Day, birthday, anniversary or valentines day gifts, this Personalized gifts will brings happy to the person you give.
🛠【Camping Multitool Toolkit】15 in 1 outdoor multi tool includes: Flat Jaw Plier ,Regular Plierss, Wire Cutter,Mini Hammer, Bottle Opener ,Fish Descaler, File ,Slotted Screwdriver, Axe , Knife ,Assorted Hex Wrench ,Slotted Screwdriver, Wood Saw, Philips Screwdriver.This multitool hammer has many uses and is the smartest and most compact life-saving kit of its kind.
🛠【High Quality Des",UHACKER,Black AND RED,"[""https://m.media-amazon.com/images/I/71Jgb-WQFtL._AC_SX679_.jpg""]",0,""
esci,B01C85DN3U,hand-tools,measuring-layout,ENTSPORT Fish Lip Gripper Fish Scales Grip Grabber Professional Fish Holder Stainless Steel Fish Lip Grabber Fish Lip Grip Tool with Weight Scale and Measuring Tape,"<b>Entsport Fish Lip Gripper Fish Scales Grip Grabber Professional Fish Holder Stainless Steel Fish Lip Grabber Fish Lip Grip Tool with Weight Scale and Measuring Tape</b><br><br> <b>Key Features:</b><br> 1.Corrosion-resistant stainless steel construction<br> 2.Strong corrosion resistant stainless steel tube and jaw<br> 3.Retractable tape measure attached at the jaw<br> 4.Non-slip comfortable EVA handle with adjustable wrist-strap<br> 5.Comes with a lanyard, convenient to carry<br> 6.Extra wide opening, easy grip handle and quick release lever<br> 7.Easy to use, designed for simple one-handed operation<br><br> <b>Specification:</b><br> Material: Stainless Steel<br> Handle Material: EVA<br> Weight capacity:15KG<br> Item Length:24.5cm / 9.6in<br> Item Weight: 240g / 8.5oz<br><br> <b>The pack","High quality strong corrosion resistant stainless steel tube and jaw
Retractable tape measure attached at the jaw
Easy to use, designed for simple one-handed operation
Non-slip comfortable EVA handle with adjustable wrist-strap, convenient to carry
Weight capacity:15KG; Suit for kinds of fishing, great usability",ENTSPORT,Grabber with Scale and Tape,"[""https://m.media-amazon.com/images/I/61zgWsL-tFL._AC_SX679_.jpg""]",1,fish scale
esci,B07PGNJ61P,hand-tools,pliers,"WORKPRO Multitool Knife, 15-in-1 Multitool Pliers, Heavy Duty Multitool with Safety Lock and Sheath, for Camping, Fishing and Hiking","You can use Workpro multi tool all-in-1 for many purposes: - household tasks and small home improvements - working in a garage and hobbies - when cycling, fishing and hunting - camping, survival and any outdoor activities - emergency, army and military needs The list of possible activities where the survival pack is useful makes it not only a man’s multi-tool kit. Grand Way Multitool can help every woman to settle any problem. This mini tool is equipped with a standard set of tools. Imagine that you have a functional and effective multitool kit that can be worn on your belt. One of the Multi-Tool special features is 11 attachable bits, which make it a truly multi tool. An additional important function of Grand Way Multi-tool is pliers shaped into narrowed lips. The high quality materials p","✅Multi-Purpose- Seamlessly combined 15 parts including Plier, Knife, Saw, Screwdriver, Wire Cutter, Bottle/Can Opener, Double Sided Nail File into one multitool.
✅Durability- Made of premium stainless steel with stonewash surface, the tool is rust-proof and corrosion-resistant.
✅ALL-Locking Design- Remarkable locking mechanism can well lock each tool part firmly when it is fully opened, ensuring the safety and efficiency while working.
✅Portable- The compact size makes it possible to keep in pocket. A single loop part is specially set for keychain or strap. The belt loop on the sheath makes it convenient to take along.
✅Sturdy Sheath- The sturdy oxford sheath is well designed for this multi-tool with a belt loop, which is even utility and durable.",WORKPRO,silver grey,"[""https://m.media-amazon.com/images/I/71LboPVHk2L._AC_SX425_.jpg""]",3,armbar drive | crank brothers multi tool 19 | workpro outdoor camping
esci,B07WDCBJ1G,hand-tools,general-hand-tools,"Needle File Set, 6 Pieces Hand Metal Files, Hardened Alloy Strength Steel Set Includes Flat, Flat Warding, Square, Triangular, Round, and Half-Round File",<br><b>Features</b> <br> Hand files are crafted from alloy steel material. High carbon steel ensures longevity and strength. <br> Comfortable non-slip rubber grips keep a firm hold even in wet conditions. <br> The steel file set is perfect for woodworking and metalwork enthusiast such as gunsmith or hobby modeling. <br> <br><b>Specifications</b> <br>File Length: 4.2 inch/ 10.7cm <br>Total Length: 6.2 inch/ 15.9 cm <br><b>Package includes</b> <br>1 x flat steel file <br>1 x flat warding steel file <br>1 x square steel file <br>1 x triangular steel file <br>1 x round steel file <br>1 x half-round steel file,"【Carbon Steel Materials】- The metal files are made of carbon steel which had high hardness. The fine-grained texture of the rasp file set is deeply quenched and coated for long-lasting cutting performance
【Unique Design】- The needle files set includes flat steel file, flat warding steel file, square steel file, triangular steel file, round steel file, and half-round steel file (equaling file). Six different designs of the hand metal files increase the ranges of application
【Comfortable Rubberized Handle】 - The ergonomically designed handles of small metal files provide a comfortable feeling during usage. A stable grip helps you do the job faster. Dipped handles ensure a firm grip for the best control
【Durable Gear Pattern】 - The gear teeth of the metal wood file are clear which promote the",kapoua,Black-6pcs,"[""https://m.media-amazon.com/images/I/71oLhse6LmL._AC_SX425_PIbundle-6,TopRight,0,0_SH20_.jpg""]",4,file | gunpla file set | needle file | square files
esci,B095JR7PYM,hand-tools,wrenches,"Vangoa Kids Electric Guitar, 30 Inch Electric Guitar Starter Kit for Kids Beginners with Digital Tuner, Capo, Strap, Strings, Cable, Picks, Wrenches - Black","Vangoa kids electric guitar perfectly adapted to the size of kid's bodies, lightweight and easy to carry, it is constructed with the same durable parts and exquisite craftsmanship as the adult model. So you don't worry about the kid's hands being not big enough or the electric guitar too heavy to play. This will be the best for the kid's musical enlightenment gift, an electric guitar for kids will better open their musical world. Kids Electric Guitar Product information Body Material: Poplar Neck Material Type: Maple String Material: Steel Size: 30 Inch Pickups: S-S Surface Treatment: High Gloss You will get: 1*30 Inch Electric Guitar 1*Gig Bag 1*Tuner 1*Capo 1*Cable 3*Picks 1*Starp 1 Set String","✅[TAILOR MADE FOR KIDS]: 30 inch kid’s electric guitar is the perfect size for the arms of children aged 7-15, features the same scale & high- quality materials as an adult’s full size instrument, which can help children learn and play better at a young age
✅[S-S PICKUPS]: Two classic single coil pickups with strong stability and bright sound, which are more suitable for rock, funk, blues and other music; Three gears can be adjusted to switch different sound pickup positions, enrich timbre options, and increase playability
✅[EXCELLENT WORKMANSHIP]: The hand-made all wood structure is light in weight, and can be easily grasped whether you are sitting or standing; the gloss finish is treated with a paint process, with pure color and durability
✅[EASY TO PLAY]: Fully enclosed chrome-plated st",Vangoa,Black,"[""https://m.media-amazon.com/images/I/81Jcs3FYkIL._AC_SX679_.jpg""]",1,indio guitars
esci,B000CED236,hand-tools,screwdrivers,VESSEL precision screwdriver set TD-56,"Package size / length: 86 mm, width: 140 mm, height: 20 mm. Package weight: 142 g. Producing country: Japan. Material: stainless steel. Usage: Assembly and repair of precision instruments, glasses etc Set contents: -0.9, -1.2, -1.8, -2.3, + 00, + 0, clear case. Grip: Cushion. VESSEL CO., INC. is a leading company in fastening tools. VESSEL is producing and distributing VESSEL branded screwdrivers, driving bits, industrial tools, pneumatic tools and ESD-related products. VESSEL was founded in 1916 as Japan's first volume manufacturer of screwdrivers. With most ironworks at the time producing agricultural implements such as spades and hoes, the young company put in place a mass production system specialized for the manufacture of screwdrivers for industrial applications and began supplying i","Package size / length: 86 mm, width: 140 mm, height: 20 mm. Package weight: 142 g
Material: stainless steel.
Set contents: -0.9, -1.2, -1.8, -2.3, + 00, + 0, clear case
Grip: Cushion
VESSEL CO., INC. is a leading company in fastening tools. VESSEL is producing and distributing VESSEL branded screwdrivers, driving bits, industrial tools, pneumatic tools and ESD-related products.",VESSEL,-,"[""https://m.media-amazon.com/images/I/7145t0H7U9L._AC_SX679_PIbundle-6,TopRight,0,0_SH20_.jpg""]",1,ji screwdriver
esci,B06XP8FMM2,hand-tools,screwdrivers,"Keten Repair Kit for Nintendo Switch, 17in1 Professional Full Security Screwdriver Game Bit Repair Tool Kit for Nintendo Switch/Nintendo Switch Lite/JoyCon, NES/SNES/GBA","<p><b>Do you have a Nintendo system that needs repair?</b> Then we will recommend you a professional screwdriver repair tool set. With this nine-piece, professional-grade tool kit, you'll never need to put your game console's future in the hands of a stranger. Five different screwdrivers fit the most screw heads commonly used in modern electronics manufacture, and the additional tools help to safely and easily remove the cover from the cartridge that you're repairing. Experience true freedom and save money at the same time with your own nine-piece tool kit.</p> <p><b>Function of 2.0MM </b><b>Screwdriver:</b><br> This screwdriver will help triwing driver open including Nintendo Switch, NS, Wii, NDS, NDSL, DS Lite, GBA, GameBoy Original. Upgraded durable strong hardened steel, heat treated f","✔ 【Universal Compatibility】-This 17in1 tri-wing screwdriver repair tool kit is designed to serve modern Nintendo products and other game devices, such as Nintendo Switch, New 3DS/2DS XL, NES,SNES, Wii, NDS, NDSL, DS Lite, GBA, Gameboy Advance. 17 different kinds of tools are carefully selected by Keten to meet all your need.
✔【Upgraded Version】- The non-slip handle is covered with silica gel, also with a ball bearing mounted swivel top to make the work more easily. Multi-magnetic drivers make it easy to fix bit and pull screws out. Premium S2 material for durability.
✔【Portable Design】- Professional portable hardware tools comes with a waterproof transparency case. The portable case provides quick access, well organization and easy storage for you.
✔【Important Notice】- The original screws ",Keten,"","[""https://m.media-amazon.com/images/I/7121r3+E+7L._AC_SX425_.jpg""]",1,game bit
